1.240017155641443658e+01,-9.198710387577787584e-01,-9.730217037704322891e+00,1.522215980541305314e+01,-1.006975113387327703e+00,-1.146093162589068193e+01,1.472762224652906760e+01,-1.364862169086489496e+00,-9.038734267566603364e+00
1.224551544946396575e+01,-4.766800693513821852e-01,-9.380736408753229227e+00,1.552693021717048083e+01,-8.743982101330080026e-01,-1.108586744959095682e+01,1.496866900985167348e+01,-5.507212676093271586e-01,-8.519054973938519737e+00
1.129384137296066726e+01,-8.189830829728560468e-01,-9.395320219716689181e+00,1.440984698631694805e+01,-1.965710960651864125e+00,-1.027660086131920636e+01,1.483677230849086648e+01,-1.354697587580188323e+00,-8.820730458081888159e+00
1.252763661357421654e+01,-8.958122162915629350e-01,-1.038754832999300248e+01,1.455963146157655785e+01,-8.450557609826476746e-01,-1.013757153918676934e+01,1.568617138183544846e+01,-9.295832176058854701e-01,-9.124151502138781566e+00
1.294925095204033383e+01,-1.180663043363463713e-02,-1.131570026754938496e+01,1.459999788136120991e+01,-6.337805323826542492e-02,-9.305491508607140361e+00,1.573675605143207790e+01,-5.197656995338314490e-01,-9.104990838446299861e+00
1.397670316875264618e+01,2.360878988109051946e-01,-1.186446303177228856e+01,1.443927386405229640e+01,-6.527336836609188842e-01,-8.403116422672908925e+00,1.481101939828170266e+01,-1.545222106603560519e+00,-7.386106669213317488e+00
1.311350757776889786e+01,-7.660121039554408651e-02,-1.158107821404395921e+01,1.529316263426442113e+01,-1.085577477608343999e+00,-8.531329913876350091e+00,1.359749989831782102e+01,-2.619172114384357375e+00,-7.393445144507241551e+00
1.227217371141761681e+01,-2.378555542084442309e-01,-1.125682204243609696e+01,1.607964652593051724e+01,-1.579082054914069166e+00,-8.680700989437610815e+00,1.319048604484127374e+01,-2.370629103096893786e+00,-6.766895965399426949e+00
1.153000942870830414e+01,2.457126485866687193e-01,-1.143946142001028932e+01,1.620365348697708185e+01,-1.403416356768186546e+00,-8.623822075378258845e+00,1.423625186441119439e+01,-2.383720378252796923e+00,-7.482477438264409919e+00
1.216222116860006075e+01,8.453133417267098826e-02,-1.190269385079644771e+01,1.504038170415950937e+01,-2.415452475291554713e+00,-9.248804549774366279e+00,1.410474928055771748e+01,-2.221923427571300902e+00,-7.948933655734571779e+00
1.116082411588378953e+01,-8.315811088772246951e-01,-1.103023084452538072e+01,1.565799773804240580e+01,-1.139875790888603913e+00,-9.780350974949371334e+00,1.505036311470581190e+01,-9.456319840606683957e-01,-8.573079178058250704e+00
1.152724449729585032e+01,-1.450444513030949567e+00,-1.151427192321551196e+01,1.540421723562038636e+01,-1.640119883320871219e+00,-1.020672765789597136e+01,1.547953187151537868e+01,-2.282900386492773492e+00,-9.482359312327314882e+00
1.175226539422754612e+01,-2.065729677008197207e+00,-1.143876600774659025e+01,1.464595112198118798e+01,-8.735751768592384670e-01,-1.035028794875651137e+01,1.584029934633704961e+01,-2.667349137049483954e+00,-8.786020875711919587e+00
1.312741746338800120e+01,-1.540460207063904630e+00,-1.131859343332643419e+01,1.540239455284111791e+01,-1.832968289533124240e-01,-1.097562213424980193e+01,1.580621768706724772e+01,-2.815541130513380175e+00,-8.648035694914369742e+00
1.243709833658069641e+01,-7.641882132542118233e-01,-1.079897948321124623e+01,1.497898686590353989e+01,-1.439621027189404545e+00,-1.105868099981935693e+01,1.621875626697543638e+01,-3.491712543313778117e+00,-7.978178167531727816e+00
1.214591046054975898e+01,-1.628614535211946990e+00,-1.051986526332906635e+01,1.472378679067949392e+01,-2.361710129504131228e-01,-1.152106510439956644e+01,1.608566841825010485e+01,-2.940924115894357538e+00,-7.688364249603000466e+00
