1.399913451197491199e+01,-1.394898430279873480e+00,-1.004063183751958022e+01,1.474732910380237350e+01,-1.715684019584718500e+00,-1.125638301027960075e+01,1.575061900794510272e+01,-2.125638539284877115e+00,-9.395389397029074274e+00
1.413440284035606531e+01,-5.156184277836703966e-01,-7.978078469193835787e+00,1.546014388333575518e+01,-8.833785739178425800e-01,-9.018949654468750410e+00,1.443744889355006045e+01,5.204312090818812714e-02,-8.464109623240211988e+00
1.393443542668491197e+01,-9.104723161968211187e-01,-9.804382456485409847e+00,1.373976099137197693e+01,-9.216095444529366354e-01,-1.078072107594289264e+01,1.443719162948327295e+01,-1.866359999558287575e+00,-9.942700926554003615e+00
1.211620575039842507e+01,-1.406272447865770436e+00,-1.106502648488568674e+01,1.286643681314965093e+01,-2.623858883346532611e+00,-1.192944195045550870e+01,1.461030718691718278e+01,-1.180890746199339869e+00,-9.332815242713834891e+00
1.316180375351715703e+01,-1.092959680789769905e+00,-1.001156789226319432e+01,1.255334527514162701e+01,2.094041315190798835e-01,-1.174758693414495347e+01,1.596411545114141006e+01,-3.503536277283735512e+00,-8.920923712408095341e+00
1.391009278698280838e+01,9.524516706185282011e-01,-1.080542198048749825e+01,1.384353350867765187e+01,-4.706703680371658871e-01,-8.571237604433347812e+00,1.358319406969988385e+01,-3.712749317356778822e-01,-9.457194455748881623e+00
1.208394686029974174e+01,-1.640301184376532051e+00,-1.055103446773869003e+01,1.534684298505434974e+01,-6.761310386719369125e-01,-9.244977537075103058e+00,1.331208960929992102e+01,-1.707529364984528009e+00,-8.368130601326821960e+00
1.237314162766509895e+01,-1.165901613050050134e+00,-1.098069818665103092e+01,1.660482439308559321e+01,-1.007120367271212125e+00,-7.993435313395033326e+00,1.234452869785140905e+01,-3.392228287463955994e+00,-8.229329219606738022e+00
1.124611764693848848e+01,-4.211634371033904367e-01,-1.108711253444512757e+01,1.337643359395989329e+01,-9.761012508388882125e-01,-9.451161192984354642e+00,1.406185189166884264e+01,-1.922719254337897699e+00,-8.434094481702754109e+00
1.049468153138069049e+01,-4.638183367720535855e-01,-1.029348175553120726e+01,1.396195206852852877e+01,-7.254846212416855566e-01,-1.129649653997885039e+01,1.543659174863742045e+01,5.845994421637472627e-01,-9.470876894055351158e+00
1.273852181882952550e+01,-2.287287746246412290e+00,-1.142720466455168982e+01,1.602905555570745832e+01,-1.258037103869664941e+00,-1.135386568439663790e+01,1.356259382782579159e+01,-2.826585227775861298e-01,-1.012700695331566969e+01
1.278588814636710680e+01,-3.446330638651219580e+00,-9.554424737903683962e+00,1.566090337818772760e+01,2.492722130563480576e-01,-1.038076871540131485e+01,1.496878357721184116e+01,-1.479270897370102755e+00,-9.478168545559913838e+00
1.485758675831198872e+01,-1.243886291833943725e+00,-8.634932205871185928e+00,1.453898457515025555e+01,-1.000349187662540773e+00,-9.982352423802941743e+00,1.352074071039807279e+01,-1.404410457847917293e+00,-9.810095029088779839e+00
1.474107991836758380e+01,-4.650819701694237640e-01,-1.041294941484103376e+01,1.508083322220916500e+01,-1.088524809169674867e+00,-1.153899652304164469e+01,1.603842167364062732e+01,-2.459165701500579448e+00,-1.251203434424805749e+01
1.245047689015303405e+01,-9.171140101654220445e-01,-1.108068256737950819e+01,1.413405244405085703e+01,-2.106324467241044829e+00,-1.165878873078390576e+01,1.717175019041962969e+01,-3.130719414680654289e+00,-8.585030865586753990e+00
1.290540314425697233e+01,-5.532327529973404268e-01,-1.118193678295993720e+01,1.476661070030138134e+01,3.017917200190751159e-01,-1.014751212401468194e+01,1.700879184548581335e+01,-3.445671342955694882e+00,-8.351203603034047518e+00
