2.727156199601483255e+00,-1.076402339067946468e+00,2.836437940112183753e+00,1.175740175812696853e+00,1.113814544437875309e+00,2.640650994540106211e+00,1.255157545440919176e+00,-1.596593489444966707e+00,2.347458297974669428e+00,3.187341881418012335e+00,-3.493575331917119775e-01,3.962415085599302778e+00
2.995473072727697694e+00,-1.008854486852255317e+00,2.522397657026389517e+00,1.737451542678050354e+00,-2.033659518189673054e+00,2.150940648562582602e+00,1.072761423694455818e+00,-3.311890238034696093e-02,2.215147293361112268e+00,2.216758163202610987e+00,5.344040620158391208e-01,2.919199867597323639e+00
1.961743796750111013e+00,-6.927452535667477651e-01,2.873892144038276975e+00,2.949627780762797968e+00,6.874976907106884472e-01,2.109928915241037650e+00,6.588187950084470890e-01,-1.248682850443594949e+00,2.061559374221132668e+00,2.244941251122255732e+00,8.421147496715789549e-01,3.418936845088664800e+00
4.062933974088370093e+00,5.242903788586871228e-01,3.519013083352823923e+00,3.934563875346297923e+00,3.590060520019723311e-01,2.189696123771894598e+00,2.546019462438942949e+00,4.001536266631333660e-01,2.749929516267300755e+00,3.283628752269951434e+00,1.484819491636768740e+00,2.871291444353145206e+00
2.806321844200259097e+00,1.179438088881132191e-01,1.922249669963965957e+00,2.929866515650449976e+00,4.253579592479859312e-02,3.441045268778314625e+00,1.520851575891743579e+00,-9.250748792727119252e-01,2.632347303679941852e+00,4.057362880705349895e+00,3.232958830089044389e-01,3.553805902419925111e+00
2.832802383408183911e+00,-8.258985766721325117e-01,2.441421288668119249e+00,2.498823179909118952e+00,5.027508634457292791e-01,3.202272377837841244e+00,2.564884381018137205e+00,-1.769941028147919315e+00,2.021108547106480025e+00,2.071628739941802522e+00,3.326387327682337469e-01,3.649705272059716510e+00
2.598454968405528476e+00,-3.099667800586212163e-01,3.515394062837305711e+00,2.196408687770063484e+00,-8.180199894089136281e-01,2.226763455669507064e+00,2.320203182027683386e+00,-1.298694287625559829e+00,1.482486648983185828e+00,3.270463936951585548e+00,6.669583518782072895e-01,3.810902765127857084e+00
2.715881287348780759e+00,-8.092290112599223040e-01,3.652390519799731283e+00,1.320218499324156136e+00,3.842779436525400882e-01,3.501790335462743098e+00,2.435659990349593684e+00,-1.168763359312406935e+00,3.042355859232177551e+00,4.423241335314163969e+00,5.061273908034134017e-01,3.783497457485903492e+00
2.800743984683129018e+00,-1.054258526621137948e+00,1.768894727662359223e+00,9.721604047495270295e-01,5.630474980890004533e-01,1.503170023222940577e+00,2.038593497941514343e+00,-3.995795058112769360e-01,3.214639243061169882e+00,2.584587278153285705e+00,1.293501994941778310e+00,3.339734937097423195e+00
1.513682593278149913e+00,-1.282731191050926478e+00,2.964915792869947886e+00,2.173802311343003613e+00,3.161196190431643238e-01,2.684518298096198130e+00,2.776227544713492978e+00,-9.169915382427645811e-01,2.670852902125438799e+00,3.299271716568435764e+00,-5.124709118755069737e-01,2.243927894340281615e+00
1.509908277514877328e+00,-2.693016799064123501e-01,3.429531780063956425e+00,2.355298713128692434e+00,-7.722369454017619095e-01,2.927383730922241689e+00,8.681272500724689367e-01,-1.201741969187116288e+00,2.365628910155801012e+00,2.070597940273338544e+00,2.668057113524716084e-01,3.546985671569503396e+00
3.308358312428238523e+00,-1.192108149573339743e-01,1.905894370839189778e+00,2.627061258475717587e+00,8.597895173298638616e-01,3.217263530554558937e+00,1.817542208099503398e+00,-5.776246555903868235e-02,2.852163933365644777e+00,1.928265587610123344e+00,1.774137895560294664e+00,3.422649641048481683e+00
1.710459541472765910e+00,-7.396814468813374122e-01,3.389044563698663914e+00,2.454937937529392045e+00,-2.317984607084558335e-01,2.753244275537973795e+00,1.548920222198751251e+00,-1.311554574655532379e-01,2.383803309911640689e+00,2.430434557078923419e+00,-7.328150067542682500e-01,4.170400992295098419e+00
3.295929285046859114e+00,-1.353734999051032339e+00,3.178445362785630834e+00,1.711123314980297128e+00,2.816167060603704808e-01,2.825603245237087169e+00,1.283000797612828370e+00,-1.265781960745502088e+00,3.033001694833240336e+00,3.281666069256100826e+00,9.350606925427972227e-01,3.573725405621224649e+00
3.234267722226872532e+00,-1.066767075882970151e+00,1.894373833122713346e+00,2.373111856972816458e+00,1.429089277533331925e-01,2.280041483716062967e+00,3.463245305325480250e-01,-4.231540727896728749e-01,-2.491033955652283693e-01,1.415973178587248027e+00,6.996526069489444888e-01,3.500089395393219061e+00
2.131434536141417535e+00,-1.301367325169594524e+00,2.541811012289287852e+00,2.209875119893893736e+00,2.199317614813920962e-01,1.219395660421215055e+00,2.145128407285080474e+00,-1.086661642150301033e+00,2.896060735146108733e-01,2.032397312190036054e+00,5.534921438224534862e-01,4.084427923564950547e+00
2.578709361488886742e+00,-1.235454194954711760e+00,3.540893988035347828e+00,3.084814082595781048e+00,-7.021882306575778776e-02,2.889381024313117496e+00,1.946499870016535017e+00,-1.509076399168177152e-01,1.978337996753477768e+00,2.306545575182115115e+00,4.902382767700703137e-01,2.646551256675477415e+00
2.461423398693589615e+00,-1.167704569593104980e+00,3.563058893630724366e+00,2.540988413783400013e+00,-1.303591757931845008e+00,8.072896692577020694e-01,2.783132571003650302e+00,-6.502367059394322801e-01,1.688298303573433357e+00,2.184596039280676472e+00,1.278873208100536896e-01,4.727309336140094409e+00
