0.0, 1000.0, -0.7285223785054299, -0.7285223785054299
1.0, 1000.0, -0.6839691053611778, -0.7285223785054299
2.0, 999.0, -0.6873352985028811, -0.7285223785054299
3.0, 1000.0, -0.6916865730969706, -0.7285223785054299
4.0, 1000.0, -0.6987883303274769, -0.7285223785054299
5.0, 999.0, -0.6975358563741305, -0.7285223785054299
6.0, 998.0, -0.6966134845672878, -0.7285223785054299
7.0, 999.0, -0.6939050626533558, -0.7285223785054299
8.0, 1000.0, -0.693522203016216, -0.7285223785054299
9.0, 1000.0, -0.696529913076831, -0.7285223785054299
10.0, 1000.0, -0.6967422043800904, -0.7285223785054299
11.0, 1001.0, -0.6979428710064703, -0.7285223785054299
12.0, 1000.0, -0.7047038801271046, -0.7285223785054299
13.0, 1002.0, -0.7003873784442063, -0.7285223785054299
14.0, 1001.0, -0.7002182063208517, -0.7285223785054299
15.0, 1000.0, -0.702078520974192, -0.7285223785054299
16.0, 999.0, -0.7023759351653331, -0.7285223785054299
17.0, 999.0, -0.7013277828320781, -0.7285223785054299
18.0, 997.0, -0.7067395921428319, -0.7285223785054299
19.0, 996.0, -0.7131095104455394, -0.7285223785054299
20.0, 996.0, -0.7135547880047666, -0.7285223785054299
21.0, 996.0, -0.7123405751986227, -0.7285223785054299
22.0, 998.0, -0.7122722759813165, -0.7285223785054299
23.0, 998.0, -0.7159397914605112, -0.7285223785054299
24.0, 997.0, -0.725188014438531, -0.7285223785054299
25.0, 996.0, -0.7232831930725943, -0.7285223785054299
26.0, 994.0, -0.7224857915375864, -0.7285223785054299
27.0, 993.0, -0.7245206748666146, -0.7285223785054299
28.0, 993.0, -0.7241411237019149, -0.7285223785054299
29.0, 992.0, -0.7239142877556284, -0.7285223785054299
30.0, 991.0, -0.7309412704693727, -0.7285223785054299
31.0, 992.0, -0.734155799291325, -0.7285223785054299
32.0, 993.0, -0.7344516335660423, -0.7285223785054299
33.0, 995.0, -0.7306328800145487, -0.7285223785054299
34.0, 996.0, -0.7386639998142956, -0.7285223785054299
35.0, 996.0, -0.735500334906106, -0.7285223785054299
36.0, 996.0, -0.7343093731637964, -0.7285223785054299
37.0, 995.0, -0.7291977891629022, -0.7285223785054299
38.0, 995.0, -0.7311295106512197, -0.7285223785054299
39.0, 996.0, -0.7360386825986316, -0.7285223785054299
40.0, 996.0, -0.7410407952152411, -0.7285223785054299
41.0, 996.0, -0.7423165212763236, -0.7285223785054299
42.0, 997.0, -0.7428101846982633, -0.7285223785054299
43.0, 996.0, -0.7414477694228625, -0.7285223785054299
44.0, 996.0, -0.7429315636749663, -0.7285223785054299
45.0, 997.0, -0.7383999053078116, -0.7285223785054299
46.0, 995.0, -0.7402244935669149, -0.7285223785054299
47.0, 995.0, -0.7398186794486994, -0.7285223785054299
48.0, 995.0, -0.7437978513058126, -0.7285223785054299
49.0, 996.0, -0.7429024982946386, -0.7285223785054299
50.0, 998.0, -0.7438186376715317, -0.7285223785054299
51.0, 998.0, -0.7450012617250299, -0.7285223785054299
52.0, 997.0, -0.7457404262622485, -0.7285223785054299
53.0, 997.0, -0.7483366098497082, -0.7285223785054299
54.0, 995.0, -0.7458673810446483, -0.7285223785054299
55.0, 996.0, -0.745797134749967, -0.7285223785054299
56.0, 997.0, -0.7445966100706403, -0.7285223785054299
57.0, 998.0, -0.7480580769228393, -0.7285223785054299
58.0, 997.0, -0.7532589821001228, -0.7285223785054299
59.0, 997.0, -0.7528657367374105, -0.7285223785054299
60.0, 998.0, -0.7481001348454992, -0.7285223785054299
61.0, 999.0, -0.750602633176227, -0.7285223785054299
62.0, 1000.0, -0.7552329251365251, -0.7285223785054299
63.0, 1000.0, -0.7539519885005965, -0.7285223785054299
64.0, 1000.0, -0.7579967856398042, -0.7285223785054299
65.0, 1000.0, -0.7587194145273539, -0.7285223785054299
66.0, 1000.0, -0.7577143369661088, -0.7285223785054299
67.0, 999.0, -0.7517299962112365, -0.7285223785054299
68.0, 999.0, -0.7478848808196672, -0.7285223785054299
69.0, 1000.0, -0.7437303672282984, -0.7285223785054299
70.0, 1000.0, -0.7427418744788816, -0.7285223785054299
71.0, 1001.0, -0.7398131652834192, -0.7285223785054299
72.0, 1001.0, -0.7375183009169257, -0.7285223785054299
73.0, 1002.0, -0.7393792685815392, -0.7285223785054299
74.0, 1002.0, -0.7434329975214715, -0.7285223785054299
75.0, 1002.0, -0.742133761619175, -0.7285223785054299
76.0, 1003.0, -0.7408865090199763, -0.7285223785054299
77.0, 1002.0, -0.7364094976414519, -0.7285223785054299
78.0, 1001.0, -0.7343912637063115, -0.7285223785054299
79.0, 1002.0, -0.7419275468887032, -0.7285223785054299
80.0, 1000.0, -0.7449372705752042, -0.7285223785054299
81.0, 999.0, -0.743203395958214, -0.7285223785054299
82.0, 999.0, -0.7408732266103253, -0.7285223785054299
