5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.000000000000000000e+00 6.123233995736766282e-16 0.000000000000000000e+00
4.997532801828658222e+00 1.570537953906414597e-01 0.000000000000000000e+00 -4.997532801828658222e+00 -1.570537953906399609e-01 0.000000000000000000e+00
4.990133642141358017e+00 3.139525976465668555e-01 0.000000000000000000e+00 -4.990133642141358017e+00 -3.139525976465667445e-01 0.000000000000000000e+00
4.977809823015400426e+00 4.705415665925716251e-01 0.000000000000000000e+00 -4.977809823015400426e+00 -4.705415665925705149e-01 0.000000000000000000e+00
4.960573506572389491e+00 6.266661678215212916e-01 0.000000000000000000e+00 -4.960573506572389491e+00 -6.266661678215214026e-01 0.000000000000000000e+00
4.938441702975689296e+00 7.821723252011543170e-01 0.000000000000000000e+00 -4.938441702975689296e+00 -7.821723252011536509e-01 0.000000000000000000e+00
4.911436253643443273e+00 9.369065729286231159e-01 0.000000000000000000e+00 -4.911436253643443273e+00 -9.369065729286216726e-01 0.000000000000000000e+00
4.879583809693737173e+00 1.090716206982712766e+00 0.000000000000000000e+00 -4.879583809693737173e+00 -1.090716206982712544e+00 0.000000000000000000e+00
4.842915805643155380e+00 1.243449435824274030e+00 0.000000000000000000e+00 -4.842915805643156268e+00 -1.243449435824272920e+00 0.000000000000000000e+00
4.801468428384715104e+00 1.394955530196146487e+00 0.000000000000000000e+00 -4.801468428384715104e+00 -1.394955530196146487e+00 0.000000000000000000e+00
4.755282581475767323e+00 1.545084971874737034e+00 0.000000000000000000e+00 -4.755282581475768211e+00 -1.545084971874736368e+00 0.000000000000000000e+00
4.704403844771126941e+00 1.693689601226457064e+00 0.000000000000000000e+00 -4.704403844771127829e+00 -1.693689601226455510e+00 0.000000000000000000e+00
4.648882429441256292e+00 1.840622763423389818e+00 0.000000000000000000e+00 -4.648882429441257180e+00 -1.840622763423389596e+00 0.000000000000000000e+00
4.588773128419905589e+00 1.985739453173902991e+00 0.000000000000000000e+00 -4.588773128419906477e+00 -1.985739453173902103e+00 0.000000000000000000e+00
4.524135262330097440e+00 2.128896457825363520e+00 0.000000000000000000e+00 -4.524135262330097440e+00 -2.128896457825363520e+00 0.000000000000000000e+00
4.455032620941839383e+00 2.269952498697734189e+00 0.000000000000000000e+00 -4.455032620941839383e+00 -2.269952498697733301e+00 0.000000000000000000e+00
4.381533400219318253e+00 2.408768370508576506e+00 0.000000000000000000e+00 -4.381533400219318253e+00 -2.408768370508575174e+00 0.000000000000000000e+00
4.303710135019718663e+00 2.545207078751856589e+00 0.000000000000000000e+00 -4.303710135019718663e+00 -2.545207078751856145e+00 0.000000000000000000e+00
4.221639627510075599e+00 2.679133974894983172e+00 0.000000000000000000e+00 -4.221639627510075599e+00 -2.679133974894982284e+00 0.000000000000000000e+00
4.135402871372809486e+00 2.810416889260652695e+00 0.000000000000000000e+00 -4.135402871372809486e+00 -2.810416889260652695e+00 0.000000000000000000e+00
4.045084971874737256e+00 2.938926261462365908e+00 0.000000000000000000e+00 -4.045084971874738144e+00 -2.938926261462365019e+00 0.000000000000000000e+00
3.950775061878451400e+00 3.064535268264882539e+00 0.000000000000000000e+00 -3.950775061878452732e+00 -3.064535268264881207e+00 0.000000000000000000e+00
3.852566213878945600e+00 3.187119948743448727e+00 0.000000000000000000e+00 -3.852566213878946044e+00 -3.187119948743448283e+00 0.000000000000000000e+00
3.750555348152297963e+00 3.306559326618259131e+00 0.000000000000000000e+00 -3.750555348152298407e+00 -3.306559326618258687e+00 0.000000000000000000e+00
3.644843137107057984e+00 3.422735529643443630e+00 0.000000000000000000e+00 -3.644843137107057984e+00 -3.422735529643443630e+00 0.000000000000000000e+00
3.535533905932737309e+00 3.535533905932737753e+00 0.000000000000000000e+00 -3.535533905932738641e+00 -3.535533905932737309e+00 0.000000000000000000e+00
3.422735529643443186e+00 3.644843137107057984e+00 0.000000000000000000e+00 -3.422735529643444963e+00 -3.644843137107056652e+00 0.000000000000000000e+00
3.306559326618259131e+00 3.750555348152297963e+00 0.000000000000000000e+00 -3.306559326618259576e+00 -3.750555348152297519e+00 0.000000000000000000e+00
3.187119948743448283e+00 3.852566213878946044e+00 0.000000000000000000e+00 -3.187119948743447395e+00 -3.852566213878946932e+00 0.000000000000000000e+00
3.064535268264882539e+00 3.950775061878451844e+00 0.000000000000000000e+00 -3.064535268264882539e+00 -3.950775061878451844e+00 0.000000000000000000e+00
2.938926261462365019e+00 4.045084971874737256e+00 0.000000000000000000e+00 -2.938926261462366352e+00 -4.045084971874736368e+00 0.000000000000000000e+00
2.810416889260652695e+00 4.135402871372809486e+00 0.000000000000000000e+00 -2.810416889260654472e+00 -4.135402871372807709e+00 0.000000000000000000e+00
2.679133974894982728e+00 4.221639627510075599e+00 0.000000000000000000e+00 -2.679133974894985393e+00 -4.221639627510073822e+00 0.000000000000000000e+00
2.545207078751856145e+00 4.303710135019718663e+00 0.000000000000000000e+00 -2.545207078751855256e+00 -4.303710135019718663e+00 0.000000000000000000e+00
2.408768370508575618e+00 4.381533400219318253e+00 0.000000000000000000e+00 -2.408768370508576506e+00 -4.381533400219318253e+00 0.000000000000000000e+00
2.269952498697734189e+00 4.455032620941839383e+00 0.000000000000000000e+00 -2.269952498697734633e+00 -4.455032620941839383e+00 0.000000000000000000e+00
2.128896457825363520e+00 4.524135262330098328e+00 0.000000000000000000e+00 -2.128896457825364852e+00 -4.524135262330096552e+00 0.000000000000000000e+00
1.985739453173902769e+00 4.588773128419905589e+00 0.000000000000000000e+00 -1.985739453173901437e+00 -4.588773128419906477e+00 0.000000000000000000e+00
1.840622763423389374e+00 4.648882429441257180e+00 0.000000000000000000e+00 -1.840622763423389152e+00 -4.648882429441257180e+00 0.000000000000000000e+00
1.693689601226456176e+00 4.704403844771127829e+00 0.000000000000000000e+00 -1.693689601226456842e+00 -4.704403844771126941e+00 0.000000000000000000e+00
1.545084971874737256e+00 4.755282581475767323e+00 0.000000000000000000e+00 -1.545084971874737700e+00 -4.755282581475767323e+00 0.000000000000000000e+00
1.394955530196146487e+00 4.801468428384715104e+00 0.000000000000000000e+00 -1.394955530196148041e+00 -4.801468428384715104e+00 0.000000000000000000e+00
1.243449435824273586e+00 4.842915805643155380e+00 0.000000000000000000e+00 -1.243449435824276472e+00 -4.842915805643154492e+00 0.000000000000000000e+00
1.090716206982712322e+00 4.879583809693737173e+00 0.000000000000000000e+00 -1.090716206982711878e+00 -4.879583809693737173e+00 0.000000000000000000e+00
9.369065729286225608e-01 4.911436253643443273e+00 0.000000000000000000e+00 -9.369065729286231159e-01 -4.911436253643443273e+00 0.000000000000000000e+00
7.821723252011535399e-01 4.938441702975689296e+00 0.000000000000000000e+00 -7.821723252011552052e-01 -4.938441702975688408e+00 0.000000000000000000e+00
6.266661678215212916e-01 4.960573506572389491e+00 0.000000000000000000e+00 -6.266661678215229569e-01 -4.960573506572388602e+00 0.000000000000000000e+00
4.705415665925714030e-01 4.977809823015400426e+00 0.000000000000000000e+00 -4.705415665925698487e-01 -4.977809823015400426e+00 0.000000000000000000e+00
3.139525976465665225e-01 4.990133642141358017e+00 0.000000000000000000e+00 -3.139525976465660229e-01 -4.990133642141358017e+00 0.000000000000000000e+00
1.570537953906408768e-01 4.997532801828658222e+00 0.000000000000000000e+00 -1.570537953906414874e-01 -4.997532801828658222e+00 0.000000000000000000e+00
-8.040613248383181770e-16 5.000000000000000000e+00 0.000000000000000000e+00 -9.184850993605147944e-16 -5.000000000000000000e+00 0.000000000000000000e+00
-1.570537953906414042e-01 4.997532801828658222e+00 0.000000000000000000e+00 1.570537953906396555e-01 -4.997532801828658222e+00 0.000000000000000000e+00
